category,num_columns,columns,file_size_mb,last_updated,description
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",64.3769508822288,2023-10-31 10:41:24.162954,"Ecological study in desert environment, observing 150 species, temperature range: 38°C to 46°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",13.413320386986848,2024-01-10 10:41:24.167954,"Medical study with 665 patients, 79.68% efficacy rate, testing antibiotic"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",478.90971776472963,2023-12-04 10:41:24.156954,"Educational dataset with 105 students, average score of 97.81, covering history, literature"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",741.701934645231,2024-03-08 10:41:24.159954,"Ecological study in mountain environment, observing 866 species, temperature range: -11°C to 11°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",450.97946898941126,2024-08-11 10:41:24.180953,"Educational dataset with 730 students, average score of 77.84, covering literature, literature, science, math"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",125.84808738597194,2024-02-19 10:41:24.167954,"Medical study with 1802 patients, 88.44% efficacy rate, testing antiviral"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",496.36373835640745,2024-02-04 10:41:24.155954,"Tech research in quantum computing, conducted 245 experiments with 14.12% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",716.7886193107403,2023-10-18 10:41:24.151953,"Tech research in renewable energy, conducted 572 experiments with 46.55% success rate"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",402.51521683695177,2023-11-02 10:41:24.188954,"Ecological study in mountain environment, observing 201 species, temperature range: 14°C to 26°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",328.80905536156155,2023-11-16 10:41:24.177953,"Medical study with 2799 patients, 92.43% efficacy rate, testing vaccine"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",832.2994489342703,2024-07-24 10:41:24.173954,"Ecological study in desert environment, observing 724 species, temperature range: 19°C to 35°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",28.96891641913531,2023-11-06 10:41:24.162954,"Educational dataset with 910 students, average score of 97.83, covering literature, history"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",929.3914421811307,2024-08-25 10:41:24.147953,"Ecological study in ocean environment, observing 222 species, temperature range: -11°C to 42°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",498.1310016948601,2024-01-22 10:41:24.170954,"Ecological study in mountain environment, observing 137 species, temperature range: -5°C to 42°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",286.3489376067938,2023-11-28 10:41:24.141954,"Medical study with 220 patients, 92.86% efficacy rate, testing painkiller"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",522.5558429777653,2024-07-15 10:41:24.184953,"Medical study with 1787 patients, 70.44% efficacy rate, testing antiviral"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",171.36325376676504,2023-10-12 10:41:24.144954,"Ecological study in mountain environment, observing 262 species, temperature range: -11°C to 12°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",634.359775549744,2024-07-14 10:41:24.164955,"Medical study with 1937 patients, 84.12% efficacy rate, testing vaccine"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",733.0548142211753,2023-12-26 10:41:24.140953,"Educational dataset with 476 students, average score of 94.56, covering math, science, literature, literature"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",447.8785412395282,2024-09-09 10:41:24.149951,"Educational dataset with 578 students, average score of 78.41, covering history, literature, literature, history"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",794.8632016456854,2024-03-21 10:41:24.185954,"Educational dataset with 65 students, average score of 71.60, covering science, history"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",399.3612252085993,2023-12-24 10:41:24.183953,"Educational dataset with 532 students, average score of 62.17, covering history, literature, history"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",976.8640739643254,2024-05-30 10:41:24.140953,"Ecological study in desert environment, observing 277 species, temperature range: 18°C to 45°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",225.4015094182116,2023-12-13 10:41:24.172951,"Educational dataset with 525 students, average score of 63.57, covering literature, history"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",429.2648569530972,2023-10-05 10:41:24.176954,"Educational dataset with 492 students, average score of 71.78, covering science"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",13.701168501696893,2024-09-01 10:41:24.135951,"Tech research in robotics, conducted 194 experiments with 52.22% success rate"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",345.7826885836409,2024-05-10 10:41:24.151953,"Medical study with 4933 patients, 74.10% efficacy rate, testing painkiller"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",254.4380789857832,2024-07-09 10:41:24.187955,"Tech research in robotics, conducted 235 experiments with 62.86% success rate"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",349.88458438498145,2024-01-18 10:41:24.185954,"Ecological study in forest environment, observing 767 species, temperature range: 4°C to 44°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",906.2796199278287,2024-05-23 10:41:24.184953,"Educational dataset with 812 students, average score of 86.69, covering history"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",90.12455613978797,2024-03-22 10:41:24.144954,"Ecological study in desert environment, observing 606 species, temperature range: 9°C to 44°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",121.94291006703568,2024-04-18 10:41:24.148954,"Ecological study in desert environment, observing 216 species, temperature range: 29°C to 40°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",492.2247575270365,2024-02-26 10:41:24.166953,"Ecological study in desert environment, observing 384 species, temperature range: 23°C to 46°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",928.5753153222524,2023-10-17 10:41:24.164955,"Ecological study in mountain environment, observing 461 species, temperature range: 32°C to 19°C"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",986.9562753796171,2024-02-28 10:41:24.178953,"Tech research in robotics, conducted 527 experiments with 12.46% success rate"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",406.6651525574976,2024-08-20 10:41:24.167954,"Medical study with 1311 patients, 78.07% efficacy rate, testing antiviral"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",685.6556025911755,2024-02-18 10:41:24.165954,"Medical study with 2755 patients, 53.93% efficacy rate, testing antiviral"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",163.67344529403934,2023-11-14 10:41:24.165954,"Educational dataset with 819 students, average score of 64.44, covering science, science"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",177.50241764642286,2024-03-02 10:41:24.177953,"Tech research in renewable energy, conducted 920 experiments with 61.30% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",760.9056344405755,2024-07-27 10:41:24.137954,"Tech research in robotics, conducted 185 experiments with 79.56% success rate"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",109.18031967607016,2024-04-05 10:41:24.168953,"Ecological study in ocean environment, observing 266 species, temperature range: 7°C to 14°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",523.8503510427188,2023-12-27 10:41:24.188954,"Educational dataset with 350 students, average score of 74.27, covering math"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",234.16442264661842,2024-07-10 10:41:24.148954,"Medical study with 158 patients, 89.75% efficacy rate, testing vaccine"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",653.2052757990455,2023-10-17 10:41:24.148954,"Ecological study in ocean environment, observing 717 species, temperature range: 34°C to 8°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",492.3601332070938,2024-08-17 10:41:24.136954,"Ecological study in forest environment, observing 782 species, temperature range: 21°C to 17°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",817.4002431756287,2024-04-01 10:41:24.159954,"Educational dataset with 481 students, average score of 63.38, covering science, history, science"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",484.88955164185273,2024-03-02 10:41:24.162954,"Ecological study in desert environment, observing 55 species, temperature range: -11°C to 46°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",678.8774832785057,2023-11-09 10:41:24.144954,"Educational dataset with 348 students, average score of 96.38, covering math, science, literature, literature"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",339.77784787325953,2023-12-19 10:41:24.162954,"Educational dataset with 691 students, average score of 71.83, covering math, history"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",762.3470385283883,2023-10-09 10:41:24.180953,"Ecological study in mountain environment, observing 625 species, temperature range: 37°C to 22°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",61.84401309522436,2024-04-24 10:41:24.136954,"Medical study with 1713 patients, 50.49% efficacy rate, testing vaccine"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",679.5771068631459,2024-04-11 10:41:24.180953,"Educational dataset with 630 students, average score of 62.37, covering math"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",407.23003056359954,2024-07-07 10:41:24.143954,"Educational dataset with 54 students, average score of 75.95, covering history, science, history, science"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",979.0674795306951,2024-03-21 10:41:24.134954,"Educational dataset with 41 students, average score of 60.06, covering science, history, math, literature"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",238.13699623575496,2024-04-10 10:41:24.154953,"Medical study with 4957 patients, 68.93% efficacy rate, testing antibiotic"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",990.6057448539447,2024-04-26 10:41:24.176954,"Tech research in quantum computing, conducted 110 experiments with 59.27% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",530.7141418823614,2024-02-28 10:41:24.159954,"Tech research in AI, conducted 729 experiments with 83.61% success rate"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",434.42373848774974,2024-09-14 10:41:24.158954,"Medical study with 4197 patients, 89.88% efficacy rate, testing vaccine"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",696.5908021502418,2024-01-20 10:41:24.146953,"Educational dataset with 314 students, average score of 80.86, covering science, math"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",184.73379203228302,2024-03-10 10:41:24.147953,"Ecological study in desert environment, observing 478 species, temperature range: 23°C to 16°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",765.0665764516937,2023-12-21 10:41:24.174954,"Ecological study in mountain environment, observing 174 species, temperature range: -5°C to 9°C"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",707.5633048370074,2024-02-23 10:41:24.142954,"Tech research in renewable energy, conducted 164 experiments with 39.41% success rate"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",962.0651373639943,2024-04-06 10:41:24.160954,"Educational dataset with 374 students, average score of 67.82, covering science, literature"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",475.09336042859974,2023-11-12 10:41:24.188954,"Educational dataset with 592 students, average score of 90.72, covering math, science, history, history"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",335.0763762466526,2024-04-18 10:41:24.171954,"Tech research in renewable energy, conducted 199 experiments with 42.70% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",398.1639938005264,2024-01-19 10:41:24.165954,"Tech research in quantum computing, conducted 492 experiments with 21.77% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",831.3511646986985,2024-01-21 10:41:24.153954,"Tech research in quantum computing, conducted 342 experiments with 44.64% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",285.3898782710613,2023-11-24 10:41:24.181954,"Tech research in quantum computing, conducted 236 experiments with 45.62% success rate"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",861.1686783102568,2023-12-24 10:41:24.180953,"Educational dataset with 300 students, average score of 94.07, covering history, science"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",164.3359112065189,2024-01-23 10:41:24.178953,"Ecological study in forest environment, observing 649 species, temperature range: 10°C to 10°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",8.349055004696393,2023-10-18 10:41:24.178953,"Ecological study in forest environment, observing 431 species, temperature range: 38°C to 37°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",117.06455508116909,2023-11-08 10:41:24.176954,"Ecological study in mountain environment, observing 972 species, temperature range: 26°C to 28°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",124.5602590478895,2023-10-23 10:41:24.172951,"Ecological study in desert environment, observing 759 species, temperature range: 4°C to 26°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",349.7803310988795,2024-02-13 10:41:24.179953,"Ecological study in desert environment, observing 166 species, temperature range: 23°C to 31°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",35.824493539683566,2023-12-13 10:41:24.143954,"Ecological study in mountain environment, observing 719 species, temperature range: -10°C to 33°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",260.7482357368291,2024-04-25 10:41:24.146953,"Educational dataset with 280 students, average score of 72.14, covering history, history, math, history"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",56.754947359279946,2023-11-26 10:41:24.155954,"Ecological study in desert environment, observing 6 species, temperature range: 4°C to 32°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",403.10646579539275,2024-03-26 10:41:24.164955,"Medical study with 1231 patients, 72.70% efficacy rate, testing vaccine"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",503.38561311944477,2023-12-21 10:41:24.167954,"Tech research in quantum computing, conducted 830 experiments with 65.84% success rate"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",35.37544222248271,2024-04-28 10:41:24.179953,"Educational dataset with 222 students, average score of 81.72, covering science, history"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",210.23641290395972,2023-10-15 10:41:24.139954,"Educational dataset with 462 students, average score of 65.08, covering math"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",70.26384690896444,2023-11-09 10:41:24.170954,"Medical study with 2300 patients, 50.42% efficacy rate, testing antibiotic"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",29.75975944423427,2023-11-08 10:41:24.153954,"Educational dataset with 441 students, average score of 63.36, covering science, history, history"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",241.18956803857773,2023-10-25 10:41:24.136954,"Educational dataset with 901 students, average score of 74.32, covering science, history"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",254.8954996487469,2024-01-02 10:41:24.185954,"Medical study with 1571 patients, 55.35% efficacy rate, testing painkiller"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",335.5092187304922,2023-10-07 10:41:24.187955,"Tech research in robotics, conducted 492 experiments with 64.43% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",855.819337300219,2024-03-08 10:41:24.146953,"Tech research in renewable energy, conducted 833 experiments with 18.94% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",29.513428202126093,2024-02-03 10:41:24.184953,"Tech research in robotics, conducted 523 experiments with 59.46% success rate"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",747.5585189955582,2024-03-15 10:41:24.135951,"Educational dataset with 305 students, average score of 84.36, covering literature"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",775.1068812031888,2023-11-15 10:41:24.175953,"Ecological study in forest environment, observing 689 species, temperature range: 8°C to 14°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",589.0960667672813,2024-08-21 10:41:24.152954,"Educational dataset with 93 students, average score of 90.08, covering literature, science"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",588.1118681940163,2024-04-28 10:41:24.152954,"Ecological study in mountain environment, observing 44 species, temperature range: -9°C to 35°C"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",257.89355883500144,2024-02-01 10:41:24.140953,"Tech research in AI, conducted 909 experiments with 47.29% success rate"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",489.30027527291435,2023-10-24 10:41:24.137954,"Medical study with 2691 patients, 97.36% efficacy rate, testing vaccine"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",619.3999939236697,2024-07-07 10:41:24.161954,"Medical study with 1495 patients, 83.75% efficacy rate, testing antibiotic"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",289.05201481172156,2024-03-19 10:41:24.167954,"Ecological study in mountain environment, observing 247 species, temperature range: 4°C to 36°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",813.7712568257574,2024-08-17 10:41:24.161954,"Medical study with 4003 patients, 76.99% efficacy rate, testing vaccine"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",272.52703643697623,2024-06-23 10:41:24.139954,"Medical study with 1311 patients, 87.98% efficacy rate, testing antibiotic"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",394.46480999140147,2024-04-19 10:41:24.155954,"Ecological study in mountain environment, observing 332 species, temperature range: 13°C to 3°C"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",871.2276140036288,2024-05-07 10:41:24.150953,"Tech research in quantum computing, conducted 871 experiments with 21.68% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",509.82272570831327,2024-05-18 10:41:24.176954,"Tech research in renewable energy, conducted 887 experiments with 25.76% success rate"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",628.1263861957017,2023-10-18 10:41:24.134954,"Medical study with 4525 patients, 60.77% efficacy rate, testing painkiller"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",979.3246223914877,2024-03-30 10:41:24.145954,"Ecological study in mountain environment, observing 361 species, temperature range: 39°C to 46°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",904.5806030966226,2024-05-20 10:41:24.171954,"Medical study with 2482 patients, 82.14% efficacy rate, testing antibiotic"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",758.021793975407,2023-11-23 10:41:24.142954,"Ecological study in mountain environment, observing 168 species, temperature range: 0°C to 40°C"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",954.126435976874,2024-07-17 10:41:24.177953,"Tech research in quantum computing, conducted 446 experiments with 31.89% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",644.0061387350252,2024-03-20 10:41:24.146953,"Tech research in renewable energy, conducted 797 experiments with 87.83% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",468.2264710223119,2024-08-03 10:41:24.175953,"Tech research in quantum computing, conducted 261 experiments with 70.08% success rate"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",977.1510025166907,2024-09-20 10:41:24.170954,"Educational dataset with 566 students, average score of 71.23, covering history, math"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",240.28561596854107,2024-07-15 10:41:24.152954,"Educational dataset with 611 students, average score of 93.34, covering science"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",24.378614571434955,2024-07-23 10:41:24.135951,"Tech research in robotics, conducted 261 experiments with 54.30% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",689.3747461125653,2024-03-20 10:41:24.160954,"Tech research in AI, conducted 773 experiments with 12.31% success rate"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",869.5721518940941,2023-12-04 10:41:24.154953,"Ecological study in forest environment, observing 704 species, temperature range: -11°C to 0°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",594.2572977100606,2024-06-11 10:41:24.161954,"Ecological study in mountain environment, observing 641 species, temperature range: 38°C to 48°C"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",745.3457645485211,2024-09-30 10:41:24.140953,"Tech research in robotics, conducted 212 experiments with 84.47% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",342.4288922810722,2024-03-18 10:41:24.156954,"Tech research in renewable energy, conducted 439 experiments with 69.38% success rate"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",326.7751723941949,2024-01-30 10:41:24.143954,"Medical study with 808 patients, 61.03% efficacy rate, testing vaccine"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",576.173507684881,2024-08-23 10:41:24.149951,"Educational dataset with 26 students, average score of 61.45, covering science, science, history"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",990.9871043716909,2023-10-29 10:41:24.164955,"Medical study with 346 patients, 50.78% efficacy rate, testing antibiotic"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",245.96033226928157,2024-08-19 10:41:24.153954,"Ecological study in ocean environment, observing 863 species, temperature range: 38°C to 47°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",862.3246179348746,2024-04-14 10:41:24.177953,"Medical study with 143 patients, 81.56% efficacy rate, testing antibiotic"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",560.8249458366962,2024-08-30 10:41:24.166953,"Tech research in AI, conducted 992 experiments with 71.27% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",430.31355570067575,2024-03-25 10:41:24.143954,"Tech research in quantum computing, conducted 277 experiments with 12.30% success rate"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",794.5590702348188,2024-05-11 10:41:24.151953,"Ecological study in mountain environment, observing 490 species, temperature range: 0°C to 44°C"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",566.8730337724816,2024-05-01 10:41:24.138954,"Tech research in robotics, conducted 660 experiments with 19.97% success rate"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",597.8922606122371,2024-09-22 10:41:24.170954,"Medical study with 3810 patients, 91.73% efficacy rate, testing antiviral"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",229.8804834544564,2024-04-05 10:41:24.144954,"Medical study with 1961 patients, 54.75% efficacy rate, testing vaccine"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",241.65167947084254,2024-05-09 10:41:24.136954,"Educational dataset with 738 students, average score of 85.18, covering science, history"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",517.8149173275477,2024-05-23 10:41:24.135951,"Tech research in robotics, conducted 947 experiments with 23.69% success rate"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",69.21635581926976,2024-04-08 10:41:24.147953,"Educational dataset with 474 students, average score of 77.97, covering literature, math"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",395.69632354085326,2023-11-10 10:41:24.138954,"Educational dataset with 166 students, average score of 90.50, covering math"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",291.94771649476013,2024-09-26 10:41:24.155954,"Tech research in AI, conducted 524 experiments with 19.43% success rate"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",430.2840288704535,2024-03-24 10:41:24.168953,"Educational dataset with 233 students, average score of 89.39, covering history, history"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",632.2323781822445,2024-04-18 10:41:24.167954,"Medical study with 4132 patients, 53.58% efficacy rate, testing vaccine"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",564.5841853022371,2024-04-12 10:41:24.172951,"Ecological study in mountain environment, observing 913 species, temperature range: 1°C to 29°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",611.7684762600536,2024-02-07 10:41:24.167954,"Educational dataset with 845 students, average score of 61.83, covering math, math, math"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",551.1501370406015,2024-08-28 10:41:24.178953,"Medical study with 3251 patients, 80.50% efficacy rate, testing vaccine"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",866.5906168306881,2024-01-03 10:41:24.147953,"Medical study with 1249 patients, 97.38% efficacy rate, testing antiviral"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",569.7865850264722,2024-06-23 10:41:24.182954,"Medical study with 4689 patients, 66.16% efficacy rate, testing antiviral"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",338.805225498951,2024-05-09 10:41:24.139954,"Medical study with 1338 patients, 97.91% efficacy rate, testing antibiotic"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",434.941742623579,2024-02-06 10:41:24.163952,"Ecological study in ocean environment, observing 361 species, temperature range: -17°C to 5°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",742.0792971540731,2024-07-13 10:41:24.182954,"Educational dataset with 277 students, average score of 99.66, covering science, math"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",188.52239506983327,2024-09-28 10:41:24.160954,"Educational dataset with 74 students, average score of 66.94, covering math, math"
